Entry ID;Source ID;MC species;MC variety;MC latin;CC species;CC variety;CC latin;Location ;Year;Intercropping design;Width;Distance to the CC;Relative density  ;Density design;RSD;RHD;SH period;System;Fertilizer type;Fertilizer detail;N dose;N unit;Pest management type;AES;Sub-category;Metric;Unit;Treatment value;Treatment MV;Control value;Control MV;MV metric;n_Treatment;n_Control;Relationship;Comment;Entered by;Reviewed by
126;Ponti,2007;Cabbage;Broccoli;Brassica oleracea L. var. italica ‘Heritage’;Mustard;;Brassica spp.;Albany, CA, USA;2004 - Autumn;Strip;1,5;0,25;100%;Additive;0;NA;+60;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;110,2;17;249,2;35,5;SE;6;6;Positive;;TLN;TLN
127;Ponti,2007;Cabbage;Broccoli;Brassica oleracea L. var. italica ‘Heritage’;Mustard;;Brassica spp.;Albany, CA, USA;2004 - Autumn;Strip;2,5;0,75;100%;Additive;0;NA;+60;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;172,9;28,4;249,2;35,5;SE;6;6;Positive;;TLN;TLN
128;Ponti,2007;Cabbage;Broccoli;Brassica oleracea L. var. italica ‘Heritage’;Buckwheat;;Fagopyrum esculentum;Albany, CA, USA;2004 - Autumn;Strip;1,5;0,25;100%;Additive;0;NA;+60;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;212,7;19,5;249,2;35,5;SE;6;6;Positive;;TLN;TLN
129;Ponti,2007;Cabbage;Broccoli;Brassica oleracea L. var. italica ‘Heritage’;Buckwheat;;Fagopyrum esculentum;Albany, CA, USA;2004 - Autumn;Strip;2,5;0,75;100%;Additive;0;NA;+60;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;267,8;44,9;249,2;35,5;SE;6;6;Positive;;TLN;TLN
130;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Cos lettuce;Lactuca sativa L. var. longifoila;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;31674;NA;32904;NA;;3;3;Positive;;TLN;TLN
131;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Leaf lettuce;Lactuca sativa L. var. crispa;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;31926;NA;32904;NA;;3;3;Positive;;TLN;TLN
132;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Radish;;Raphanus sativus L.;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;29659;NA;32904;NA;;3;3;Positive;;TLN;TLN
133;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Onion;;Allium cepa L.;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;31867;NA;32904;NA;;3;3;Positive;;TLN;TLN
134;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Green bean;Snap bean;Phaseolus vulgaris L. var. nanus;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;31703;NA;32904;NA;;3;3;Positive;;TLN;TLN
135;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Cos lettuce;Lactuca sativa L. var. longifoila;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;31111;NA;33319;NA;;3;3;Positive;;TLN;TLN
136;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Leaf lettuce;Lactuca sativa L. var. crispa;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;33185;NA;33319;NA;;3;3;Positive;;TLN;TLN
137;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Radish;;Raphanus sativus L.;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;30948;NA;33319;NA;;3;3;Positive;;TLN;TLN
138;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Onion;;Allium cepa L.;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;32385;NA;33319;NA;;3;3;Positive;;TLN;TLN
139;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Green bean;Snap bean;Phaseolus vulgaris L. var. nanus;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;33111;NA;33319;NA;;3;3;Positive;;TLN;TLN
140;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Cos lettuce;Lactuca sativa L. var. longifoila;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;31700;NA;33366;NA;;3;3;Positive;;TLN;TLN
141;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Leaf lettuce;Lactuca sativa L. var. crispa;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;33400;NA;33366;NA;;3;3;Positive;;TLN;TLN
142;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Radish;;Raphanus sativus L.;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;30366;NA;33366;NA;;3;3;Positive;;TLN;TLN
143;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Onion;;Allium cepa L.;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;32667;NA;33366;NA;;3;3;Positive;;TLN;TLN
144;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Green bean;Snap bean;Phaseolus vulgaris L. var. nanus;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per unit of area;kg/ha;32567;NA;33366;NA;;3;3;Positive;;TLN;TLN
145;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Cos lettuce;Lactuca sativa L. var. longifoila;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1782;NA;1851;NA;;3;3;Positive;;TLN;TLN
146;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Leaf lettuce;Lactuca sativa L. var. crispa;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1796;NA;1851;NA;;3;3;Positive;;TLN;TLN
147;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Radish;;Raphanus sativus L.;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1668;NA;1851;NA;;3;3;Positive;;TLN;TLN
148;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Onion;;Allium cepa L.;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1793;NA;1851;NA;;3;3;Positive;;TLN;TLN
149;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Green bean;Snap bean;Phaseolus vulgaris L. var. nanus;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1783;NA;1851;NA;;3;3;Positive;;TLN;TLN
150;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Cos lettuce;Lactuca sativa L. var. longifoila;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1754;NA;1874;NA;;3;3;Positive;;TLN;TLN
151;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Leaf lettuce;Lactuca sativa L. var. crispa;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1867;NA;1874;NA;;3;3;Positive;;TLN;TLN
152;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Radish;;Raphanus sativus L.;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1741;NA;1874;NA;;3;3;Positive;;TLN;TLN
153;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Onion;;Allium cepa L.;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1822;NA;1874;NA;;3;3;Positive;;TLN;TLN
154;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Green bean;Snap bean;Phaseolus vulgaris L. var. nanus;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1863;NA;1874;NA;;3;3;Positive;;TLN;TLN
155;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Cos lettuce;Lactuca sativa L. var. longifoila;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1784;NA;1877;NA;;3;3;Positive;;TLN;TLN
156;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Leaf lettuce;Lactuca sativa L. var. crispa;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1879;NA;1877;NA;;3;3;Positive;;TLN;TLN
157;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Radish;;Raphanus sativus L.;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1709;NA;1877;NA;;3;3;Positive;;TLN;TLN
158;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Onion;;Allium cepa L.;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1837;NA;1877;NA;;3;3;Positive;;TLN;TLN
159;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Green bean;Snap bean;Phaseolus vulgaris L. var. nanus;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;1832;NA;1877;NA;;3;3;Positive;;TLN;TLN
160;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Cos lettuce;Lactuca sativa L. var. longifoila;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);22,87;NA;24,63;NA;;3;3;Positive;;TLN;TLN
161;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Leaf lettuce;Lactuca sativa L. var. crispa;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);24,18;NA;24,63;NA;;3;3;Positive;;TLN;TLN
162;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Radish;;Raphanus sativus L.;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);22;NA;24,63;NA;;3;3;Positive;;TLN;TLN
163;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Onion;;Allium cepa L.;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);23,88;NA;24,63;NA;;3;3;Positive;;TLN;TLN
164;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Green bean;Snap bean;Phaseolus vulgaris L. var. nanus;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);22,75;NA;24,63;NA;;3;3;Positive;;TLN;TLN
165;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Cos lettuce;Lactuca sativa L. var. longifoila;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);24,18;NA;25,1;NA;;3;3;Positive;;TLN;TLN
166;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Leaf lettuce;Lactuca sativa L. var. crispa;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);25,89;NA;25,1;NA;;3;3;Positive;;TLN;TLN
167;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Radish;;Raphanus sativus L.;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);22,83;NA;25,1;NA;;3;3;Positive;;TLN;TLN
168;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Onion;;Allium cepa L.;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);24,9;NA;25,1;NA;;3;3;Positive;;TLN;TLN
169;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Green bean;Snap bean;Phaseolus vulgaris L. var. nanus;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);23,84;NA;25,1;NA;;3;3;Positive;;TLN;TLN
170;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Cos lettuce;Lactuca sativa L. var. longifoila;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);24,71;NA;25,14;NA;;3;3;Positive;;TLN;TLN
171;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Leaf lettuce;Lactuca sativa L. var. crispa;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);25,14;NA;25,14;NA;;3;3;Positive;;TLN;TLN
172;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Radish;;Raphanus sativus L.;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);22,69;NA;25,14;NA;;3;3;Positive;;TLN;TLN
173;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Onion;;Allium cepa L.;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);24,9;NA;25,14;NA;;3;3;Positive;;TLN;TLN
174;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Green bean;Snap bean;Phaseolus vulgaris L. var. nanus;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;diameter (cm);24,14;NA;25,14;NA;;3;3;Positive;;TLN;TLN
175;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Cos lettuce;Lactuca sativa L. var. longifoila;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);10,57;NA;11,01;NA;;3;3;Positive;;TLN;TLN
176;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Leaf lettuce;Lactuca sativa L. var. crispa;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);10,74;NA;11,01;NA;;3;3;Positive;;TLN;TLN
177;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Radish;;Raphanus sativus L.;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);10,4;NA;11,01;NA;;3;3;Positive;;TLN;TLN
178;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Onion;;Allium cepa L.;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);10,9;NA;11,01;NA;;3;3;Positive;;TLN;TLN
179;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Green bean;Snap bean;Phaseolus vulgaris L. var. nanus;Ispir, Turkey;2000;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);10,51;NA;11,01;NA;;3;3;Positive;;TLN;TLN
180;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Cos lettuce;Lactuca sativa L. var. longifoila;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);10,44;NA;11,32;NA;;3;3;Positive;;TLN;TLN
181;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Leaf lettuce;Lactuca sativa L. var. crispa;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);11,02;NA;11,32;NA;;3;3;Positive;;TLN;TLN
182;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Radish;;Raphanus sativus L.;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);10,45;NA;11,32;NA;;3;3;Positive;;TLN;TLN
183;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Onion;;Allium cepa L.;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);11,08;NA;11,32;NA;;3;3;Positive;;TLN;TLN
184;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Green bean;Snap bean;Phaseolus vulgaris L. var. nanus;Ispir, Turkey;2001;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);11,18;NA;11,32;NA;;3;3;Positive;;TLN;TLN
185;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Cos lettuce;Lactuca sativa L. var. longifoila;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);11,32;NA;11,61;NA;;3;3;Positive;;TLN;TLN
186;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Lettuce;Leaf lettuce;Lactuca sativa L. var. crispa;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);11,42;NA;11,61;NA;;3;3;Positive;;TLN;TLN
187;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Radish;;Raphanus sativus L.;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);11,06;NA;11,61;NA;;3;3;Positive;;TLN;TLN
188;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Onion;;Allium cepa L.;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);11,87;NA;11,61;NA;;3;3;Positive;;TLN;TLN
189;Yildirim,2005;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis ‘Medal’;Green bean;Snap bean;Phaseolus vulgaris L. var. nanus;Ispir, Turkey;2002;Row;0,375;0,375;100%;Additive;0;NA;NA;Conventional;Mixed;Mixed;NA;NA;NA;Product quality;Marketability and commercial quality;Grading;height (cm);11,51;NA;11,61;NA;;3;3;Positive;;TLN;TLN
190;Trdan,2005;Cabbage;White cabbage;Brassica oleracea L. convar. capitata Alef. var. alba DC;Chinese cabbage;;Brassica pekinensis Lour. Rupr. ;Ljubljana, Slovenia;2002;Mixed;NR;NR;50%;Replacement;0;NA;NA;Conventional;Synthetic;NA;240;kgN/ha;No insecticide;Product quality;Marketability and commercial quality;Pest damage;Mean damage Phyllotreta (score range unknown 0-5?);2,09;0,15;2,19;0,07;SE;3;3;Negative;data of the fourth evealuation, the closest to harvest;TLN;TLN
